index,model,Adherence to Instructions_score,Believable Character Actions_score,Nuanced Characters_score,Consistent Voice / Tone of Writing_score,Imagery and Descriptive Quality_score,Elegant Prose_score,Emotionally Engaging_score,Emotionally Complex_score,Coherent_score,Well-earned Lightness or Darkness_score,Sentences Flow Naturally_score,Overall Reader Engagement_score,Overall Impression_score,Meandering_score,Weak Dialogue_score,Tell-Don't-Show_score,Unsurprising or Uncreative_score,Amateurish_score,Purple Prose_score,Overwrought_score,Incongruent Ending Positivity_score,Unearned Transformations_score
123,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,17.0,18.0,16.5,19.0,15.0,17.0,18.0,17.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
124,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,15.0,19.0,18.0,14.0,17.0,16.0,18.0,17.5,3.0,10.0,12.0,8.0,15.0,10.0,14.0,16.0,13.0
125,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,15.0,14.0,19.5,16.0,18.0,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
126,zai-org/GLM-4.5,18.0,19.0,17.5,16.5,19.0,18.5,18.0,19.0,19.0,17.0,18.0,19.0,19.5,2.0,3.0,2.5,4.0,5.0,6.0,7.0,8.0,9.0
127,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.5,17.0,16.5,15.0,18.0,14.0,16.0,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
128,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,19.0,14.0,18.0,17.0,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
129,zai-org/GLM-4.5,18.0,17.5,19.0,16.5,18.5,17.0,18.0,19.0,18.0,17.0,16.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
130,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.5,17.0,18.0,16.5,19.0,17.0,18.0,19.0,18.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
131,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,17.0,16.5,15.5,14.0,13.0,12.0,11.0,10.0,8.0,9.0,10.0,7.0,6.0,5.0,4.0,12.0,11.0
132,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,14.0,17.0,15.5,16.0,13.0,15.0,16.5,15.0,3.0,10.0,8.0,12.0,14.0,11.0,13.0,10.0,11.0
133,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,14.0,16.0,15.0,17.0,13.0,12.0,14.0,13.5,8.0,10.0,9.0,11.0,12.0,10.0,11.0,14.0,13.0
134,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,16.5,17.0,15.0,19.0,14.0,18.5,17.0,16.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,19.0,16.0,18.0,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
136,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,16.0,15.0
137,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,17.0,16.5,15.0,15.5,16.0,16.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
138,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,19.0,14.0,18.5,17.0,19.0,16.0,15.5,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
139,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,19.0,14.0,18.5,17.0,16.0,15.0,13.0,14.0,13.5,6.0,8.0,7.0,5.0,4.0,3.0,2.0,10.0,9.0
140,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,14.0,13.0,12.0,11.0,18.5,16.0,17.0,15.0,14.5,3.0,5.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0
141,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,19.0,14.0,18.5,15.5,17.0,12.0,16.0,17.0,16.5,3.0,10.0,8.0,14.0,16.0,12.0,15.0,18.0,10.0
142,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,17.0,19.0,19.5,16.0,14.0,15.5,18.0,17.0,3.0,5.0,6.0,4.0,2.0,1.0,8.0,10.0,12.0
143,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.5,17.0,18.0,17.0,16.5,15.0,16.0,17.5,16.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
144,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,19.0,17.0,15.0,16.0,16.5,17.0,3.0,12.0,10.0,8.0,14.0,11.0,13.0,10.0,12.0
145,zai-org/GLM-4.5,18.0,17.5,19.0,16.0,18.5,17.0,18.0,19.0,17.0,15.0,16.5,18.0,18.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
146,zai-org/GLM-4.5,18.0,17.5,16.0,17.0,18.5,16.5,17.0,18.0,18.0,15.0,17.0,17.5,17.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
147,zai-org/GLM-4.5,18.0,17.5,19.0,18.5,19.0,18.0,19.5,19.0,19.0,18.0,18.5,19.0,19.5,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,zai-org/GLM-4.5,18.0,16.5,14.0,17.0,15.0,13.5,12.0,10.0,15.0,11.0,14.0,13.0,12.5,6.0,8.0,9.0,7.0,10.0,5.0,4.0,15.0,14.0
149,zai-org/GLM-4.5,18.0,16.5,14.0,17.0,15.5,13.0,15.0,12.0,14.0,10.0,11.0,13.0,12.0,8.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,11.0
150,zai-org/GLM-4.5,18.0,16.5,14.0,17.0,15.5,13.0,15.0,12.0,14.0,10.0,11.0,12.0,11.0,18.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,13.0
151,zai-org/GLM-4.5,18.0,17.5,16.0,18.5,19.0,17.0,18.0,15.5,19.0,16.0,18.0,17.0,17.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,14.0,13.5,12.0,11.0,18.5,10.0,16.0,14.0,13.0,3.0,12.0,10.0,8.0,15.0,14.0,13.0,16.0,17.0
153,zai-org/GLM-4.5,18.0,16.5,17.0,15.5,19.0,18.5,16.0,18.0,19.0,14.0,17.0,15.0,16.0,3.0,10.0,8.0,12.0,14.0,11.0,13.0,15.0,16.0
154,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,17.0,19.0,16.0,18.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
155,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,17.0,18.0,19.0,18.0,16.0,17.0,18.5,18.0,2.0,10.0,8.0,12.0,14.0,10.0,16.0,15.0,13.0
156,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,19.0,14.0,18.5,17.0,13.0,12.0,10.0,14.0,11.0,18.0,19.0,17.0,16.0,15.0,14.0,13.0,19.0,18.0
157,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,19.0,14.0,18.0,17.0,16.0,2.0,1.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
158,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,17.0,16.5,15.0,18.5,14.0,17.0,16.0,15.5,2.0,3.0,1.0,1.5,2.0,1.0,1.5,1.0,1.0
159,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,16.5,17.0,15.0,18.5,14.0,17.0,17.5,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
160,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,17.0,19.0,16.0,18.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
161,zai-org/GLM-4.5,18.0,17.5,19.0,16.0,18.5,17.0,18.0,19.0,18.0,15.0,16.5,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
162,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,19.0,14.0,18.5,17.0,16.0,15.0,17.0,18.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
163,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,17.0,16.5,15.0,18.5,14.0,17.0,16.0,15.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
164,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,16.0,17.0,15.5,18.0,14.0,16.5,17.0,16.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
165,zai-org/GLM-4.5,18.0,16.5,15.0,17.0,18.5,16.0,14.0,13.0,15.0,12.0,14.0,13.5,13.0,6.0,8.0,7.0,9.0,10.0,11.0,10.0,14.0,15.0
166,zai-org/GLM-4.5,18.0,17.5,19.0,16.5,18.5,17.0,18.0,19.5,17.0,16.0,18.0,19.0,19.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
167,zai-org/GLM-4.5,18.0,16.5,15.0,17.0,18.5,16.0,17.5,14.0,15.0,13.0,14.0,15.0,14.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
168,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,17.0,16.5,15.0,18.0,14.0,17.0,16.0,15.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
169,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,15.0,14.0,18.0,16.0,17.0,15.5,16.0,3.0,5.0,6.0,4.0,2.0,1.0,1.0,8.0,7.0
170,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,17.0,18.0,17.0,16.0,14.0,15.5,16.5,15.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
171,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,17.0,16.0,18.0,19.0,14.0,15.5,17.0,16.5,3.0,8.0,10.0,12.0,14.0,11.0,13.0,15.0,16.0
172,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,16.0,15.0
173,zai-org/GLM-4.5,19.0,18.5,17.0,16.0,18.0,15.5,17.5,16.0,19.0,15.0,18.0,18.0,17.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
174,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,19.0,17.0,15.0,16.0,18.0,17.5,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
175,zai-org/GLM-4.5,18.0,17.5,16.0,15.0,18.5,17.0,18.0,17.0,19.0,16.0,18.0,18.5,17.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
176,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.5,17.0,18.0,17.0,19.0,18.0,16.5,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
177,zai-org/GLM-4.5,18.0,17.5,19.0,16.0,18.5,17.0,18.0,19.0,17.0,15.0,16.5,18.0,18.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
178,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,16.5,17.0,15.0,18.0,14.0,16.0,15.0,15.5,3.0,10.0,8.0,12.0,14.0,10.0,11.0,13.0,12.0
179,zai-org/GLM-4.5,19.0,18.5,17.0,18.0,16.5,15.5,18.0,17.5,19.0,16.0,17.0,18.5,18.0,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180,zai-org/GLM-4.5,18.0,16.5,15.0,17.0,14.0,13.0,12.0,11.0,16.0,10.0,15.0,13.0,12.0,8.0,14.0,10.0,12.0,15.0,16.0,13.0,14.0,13.0
181,zai-org/GLM-4.5,18.0,14.0,12.0,16.0,15.0,13.0,10.0,11.0,17.0,14.0,15.0,12.0,13.0,6.0,10.0,8.0,14.0,16.0,12.0,10.0,15.0,13.0
182,zai-org/GLM-4.5,18.0,16.5,17.0,15.5,14.0,13.0,18.0,19.0,16.0,12.0,14.5,15.0,14.0,6.0,10.0,8.0,12.0,15.0,10.0,11.0,18.0,16.0
183,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,16.5,17.0,15.0,18.0,14.0,17.0,16.0,15.5,2.0,18.0,10.0,12.0,14.0,16.0,18.0,10.0,12.0
184,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,17.0,19.0,16.0,18.0,17.5,17.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
185,zai-org/GLM-4.5,18.0,16.5,15.0,17.0,19.0,18.5,17.5,16.0,18.0,15.0,16.0,17.0,17.5,3.0,10.0,8.0,12.0,14.0,11.0,13.0,10.0,11.0
186,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.5,17.0,18.0,16.5,19.0,18.0,17.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
187,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,19.0,14.0,18.0,17.0,16.0,2.0,10.0,8.0,12.0,15.0,10.0,14.0,18.0,16.0
188,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,19.0,18.0,15.0,14.0,16.0,17.0,16.5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,zai-org/GLM-4.5,18.0,16.5,14.0,17.0,15.5,16.0,15.0,13.5,18.0,14.0,17.5,16.0,15.5,3.0,8.0,6.0,10.0,12.0,11.0,9.0,10.0,11.0
190,zai-org/GLM-4.5,18.0,17.5,16.0,19.0,18.5,17.0,18.0,19.0,18.0,16.0,17.5,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
191,zai-org/GLM-4.5,18.0,17.5,16.0,15.5,18.0,16.5,17.0,15.0,17.0,14.0,16.0,17.5,16.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
192,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,19.5,14.0,18.0,17.0,16.0,2.0,3.0,1.0,4.0,5.0,6.0,7.0,8.0,9.0
193,moonshotai/Kimi-K2-Instruct,18.0,17.5,19.0,16.0,18.5,17.0,18.0,19.0,18.0,17.0,16.5,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
194,moonshotai/Kimi-K2-Instruct,18.0,19.0,17.5,16.0,18.5,17.0,18.0,16.5,19.0,15.0,18.0,19.0,18.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
195,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.5,18.5,17.0,16.5,15.0,19.0,14.0,18.0,17.0,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
196,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.5,18.0,16.5,17.0,15.0,18.5,14.0,17.0,17.5,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
197,moonshotai/Kimi-K2-Instruct,18.0,14.0,12.0,16.0,15.5,13.0,10.0,8.0,11.0,14.0,10.0,12.0,13.0,16.0,18.0,17.0,15.0,14.0,13.0,12.0,10.0,11.0
198,moonshotai/Kimi-K2-Instruct,18.0,17.5,19.0,16.0,18.5,17.0,18.0,19.0,18.0,17.0,16.5,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
199,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,19.0,18.5,17.0,16.5,18.0,15.0,16.0,17.0,17.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
200,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,19.0,16.0,18.0,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
201,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,18.5,17.0,16.5,15.5,14.0,13.0,12.0,11.0,10.0,18.0,16.0,15.0,14.0,13.0,12.0,11.0,17.0,16.0
202,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,19.0,16.0,18.0,17.0,16.5,2.0,3.0,1.0,2.5,1.5,2.0,2.0,3.0,2.5
203,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,18.5,17.0,16.0,15.5,18.0,14.0,16.5,17.0,16.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
204,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,19.0,18.0,18.0,17.0,17.5,2.0,3.0,1.0,4.0,5.0,6.0,7.0,8.0,9.0
205,moonshotai/Kimi-K2-Instruct,19.0,18.5,17.0,16.0,18.0,15.5,17.5,16.0,19.0,18.0,18.5,18.0,17.5,2.0,3.0,1.0,1.5,2.0,1.0,1.5,1.0,1.0
206,moonshotai/Kimi-K2-Instruct,18.0,16.5,14.0,17.0,15.5,13.0,15.0,12.0,10.0,11.0,14.0,13.0,12.0,6.0,8.0,10.0,12.0,14.0,10.0,13.0,15.0,16.0
207,moonshotai/Kimi-K2-Instruct,18.0,17.5,19.0,16.0,18.5,17.0,18.0,19.0,17.0,16.5,15.5,18.0,18.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
208,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,19.0,14.0,18.5,17.0,13.0,10.0,16.0,14.0,12.0,8.0,10.0,12.0,15.0,16.0,11.0,13.0,18.0,17.0
209,moonshotai/Kimi-K2-Instruct,18.0,17.5,19.0,16.5,19.5,18.0,18.5,19.0,17.0,15.0,16.0,18.0,18.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
210,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,19.0,18.0,17.0,16.5,17.5,17.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
211,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,19.0,16.0,18.0,17.0,18.0,3.0,12.0,10.0,8.0,14.0,11.0,13.0,10.0,12.0
212,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,17.0,19.0,16.0,18.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
213,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,16.5,19.0,15.0,18.0,17.0,17.5,2.0,3.0,1.0,1.5,2.0,1.0,1.5,1.0,1.0
214,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,18.5,17.0,18.0,17.0,16.5,15.0,14.0,17.0,16.0,3.0,5.0,6.0,4.0,2.0,1.0,1.0,8.0,7.0
215,moonshotai/Kimi-K2-Instruct,19.0,18.5,17.0,18.0,19.5,18.0,17.5,16.0,19.0,15.0,18.5,18.0,18.5,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0
216,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,15.0,14.0,18.0,16.0,17.0,15.5,16.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
217,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,18.0,14.0,17.0,15.5,16.0,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
218,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,15.0,14.0,18.0,16.0,17.0,15.5,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
219,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,16.0,14.0,15.0,17.0,16.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
220,moonshotai/Kimi-K2-Instruct,18.0,16.5,17.0,19.0,15.5,14.0,18.5,19.0,13.0,10.0,12.0,11.0,12.0,8.0,15.0,14.0,16.0,17.0,13.0,15.0,18.0,16.0
221,moonshotai/Kimi-K2-Instruct,18.0,16.5,14.0,17.5,19.0,18.5,15.0,13.0,19.0,16.0,18.0,17.0,18.0,2.0,1.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
222,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,18.0,14.0,17.0,17.5,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
223,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,19.0,16.0,18.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
224,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,18.0,14.0,17.0,16.0,15.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
225,moonshotai/Kimi-K2-Instruct,18.0,17.5,19.0,16.0,18.5,17.0,19.0,18.0,17.0,15.0,16.5,18.0,18.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
226,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.5,18.5,17.0,16.5,15.0,19.0,14.0,18.0,17.0,16.0,2.0,3.0,1.0,2.5,1.5,1.0,1.0,1.0,1.0
227,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.5,18.0,17.0,16.5,15.0,18.0,14.0,17.0,16.0,15.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
228,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,16.5,18.0,15.0,17.0,18.5,17.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
229,moonshotai/Kimi-K2-Instruct,18.0,16.5,14.0,17.0,19.0,15.5,13.0,12.0,15.0,16.0,14.5,13.5,14.0,3.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
230,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.5,16.5,17.0,18.0,17.0,19.0,15.0,18.5,18.0,17.5,2.0,3.0,1.0,4.0,5.0,6.0,7.0,8.0,9.0
231,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,19.0,14.0,18.0,17.0,16.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
232,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.5,18.0,17.0,18.0,17.0,18.5,16.0,17.0,18.0,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
233,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,17.0,14.0,15.5,16.0,15.5,3.0,10.0,8.0,12.0,14.0,11.0,13.0,16.0,15.0
234,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,17.0,19.0,16.0,18.0,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
235,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,19.0,14.0,18.5,17.0,16.5,15.0,13.0,14.0,13.5,6.0,8.0,7.0,9.0,10.0,11.0,12.0,14.0,13.0
236,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,15.5,14.0,13.0,12.0,18.5,17.0,16.0,15.0,14.5,3.0,2.5,1.0,1.5,2.0,1.0,1.5,1.0,1.0
237,moonshotai/Kimi-K2-Instruct,19.0,18.5,17.0,18.0,19.5,18.0,18.5,16.5,19.0,17.0,19.0,19.0,19.0,2.0,3.0,2.5,4.0,5.0,6.0,7.0,8.0,9.0
238,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.0,16.0,14.0,15.5,17.0,16.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,12.0
239,moonshotai/Kimi-K2-Instruct,18.0,17.5,19.0,16.5,18.5,17.0,18.0,19.0,18.0,17.0,16.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
240,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.5,18.5,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,18.0,16.0,15.0,14.0,13.0,12.0,11.0,19.0,18.0
241,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,16.0,14.0,15.0,17.0,16.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
242,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,18.0,14.0,17.0,16.0,15.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
243,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,14.0,13.5,12.0,11.0,10.0,9.0,8.5,7.0,6.5,15.0,14.0,13.0,12.0,11.0,10.0,9.0,10.0,11.0
244,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,19.0,14.0,16.5,15.5,17.0,13.0,16.0,15.0,14.5,3.0,5.0,6.0,4.0,7.0,8.0,9.0,10.0,11.0
245,moonshotai/Kimi-K2-Instruct,18.0,16.5,17.0,15.0,14.0,13.0,12.0,11.0,10.0,10.0,11.0,9.0,8.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,16.0,15.0
246,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,15.0,18.5,17.0,16.5,15.5,17.0,14.0,16.0,15.0,15.5,3.0,5.0,6.0,4.0,2.0,1.0,1.0,8.0,7.0
247,moonshotai/Kimi-K2-Instruct,18.0,19.0,17.5,18.5,19.0,18.0,18.0,17.0,19.0,16.0,18.5,18.0,18.5,2.0,18.0,15.0,10.0,12.0,14.0,13.0,15.0,14.0
248,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,17.0,19.0,16.0,18.0,18.5,18.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
249,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,16.5,15.0,18.0,14.0,17.0,16.0,15.5,3.0,5.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0
250,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,19.0,16.0,18.0,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
251,moonshotai/Kimi-K2-Instruct,18.0,17.5,16.0,19.0,18.5,17.0,18.0,15.5,19.0,16.0,18.0,17.0,16.5,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,9.0
